"PAYMENT_FORM_ADMIN_GATEWAY_TESTING_DESCRIPTION";"<b>This gateway is only for testing the payment functions and should not be enabled for normal site operation.</b> "
"PAYMENT_VIEWS_ADMIN_INDEX_INDEX_DESCRIPTION";"Browse transactions. The search box will look through the member name, username, email, transaction ID, and order ID. "
"%s transaction found";"%s transaction found ";"%s transaction found "
"Gateway";"Gateway "
"Transaction ID";"Transaction ID "
"Parent Transaction ID";"Parent Transaction ID "
"Order ID";"Order ID "
"Deleted or Unknown Member";"Deleted or Unknown Member "
"Unknown Gateway";"Unknown Gateway "
"Refund";"Refund"
"Refunded";"Refunded "
"Okay";"Okay"
"Completed";"Completed"
"(%1$s)";"(%1$s) "
"details";"details"
"Member";"Member "
"Amount";"Amount "
"Transaction Details";"Transaction Details "
"Payment Gateway";"Payment Gateway "
"Payment Type";"Payment Type "
"Payment State";"Payment State "
"Payment Amount";"Payment Amount "
"Gateway Transaction ID";"Gateway Transaction ID "
"Gateway Order ID";"Gateway Order ID "
"Manage Subscription Plans";"Manage Subscription Plans "
"PAYMENT_VIEWS_ADMIN_PACKAGES_INDEX_DESCRIPTION";"Browse and manage subscription plans. "
"Add Plan";"Add Plan "
"%s plan found";"%s plan found ";"%s plan found "
"Signup";"Signup "
"Day(s)";"Day(s) "
"Week(s)";"Week(s) "
"Month(s)";"Month(s)"
"Year(s)";"Year(s) "
"Forever";"Forever "
"Yes, members may select this plan.";"Yes, members may select this plan. "
"No, members may not select this plan.";"No, members may not select this plan. "
"Yes, show this plan on signup.";"Yes, show this plan on signup. "
"No, only show this plan after signup.";"No, only show this plan after signup. "
"Day";"Day "
"Week";"Week "
"Month";"Month "
"Year";"Year "
"The member will be placed into this level upon subscribing to this plan. If left empty, the default level at the time a subscription is chosen will be used.";"The member will be placed into this level upon subscribing to this plan. If left empty, the default level at the time a subscription is chosen will be used. "
"The amount to charge the member. This will be charged once for one-time plans, and each billing cycle for recurring plans. Setting this to zero will make this a free plan.";"The amount to charge the member. This will be charged once for one-time plans, and each billing cycle for recurring plans. Setting this to zero will make this a free plan. "
"One-time";"One-time "
"Fully Supported";"Fully Supported "
"Partially Supported";"Partially Supported "
"How often should members in this plan be billed?";"How often should members in this plan be billed? "
"Billing Cycle";"Billing Cycle "
"When should this plan expire? For one-time plans, the plan will expire after the period of time set here. For recurring plans, the user will be billed at the above billing cycle for the period of time specified here.";"When should this plan expire? For one-time plans, the plan will expire after the period of time set here. For recurring plans, the user will be billed at the above billing cycle for the period of time specified here. "
"Billing Duration";"Billing Duration "
"Trial Duration";"Trial Duration "
"Please note that payment parameters (Price, Recurrence, Duration, Trial Duration) cannot be edited after creation. If you wish to change these, you will have to create a new plan and disable the current one.";"Please note that payment parameters (Price, Recurrence, Duration, Trial Duration) cannot be edited after creation. If you wish to change these, you will have to create a new plan and disable the current one. "
"Create Subscription Plan";"Create Subscription Plan "
"Can members choose this plan? Please note that disabling this plan will grandfather in existing plan members until they pick a new plan.";"Can members choose this plan? Please note that disabling this plan will grandfather in existing plan members until they pick a new plan. "
"Can members choose this plan on signup?";"Can members choose this plan on signup? "
"Show on signup?";"Show on signup? "
"Create Plan";"Create Plan "
"Manage Subscriptions";"Manage Subscriptions "
"PAYMENT_VIEWS_ADMIN_SUBSCRIPTION_INDEX_DESCRIPTION";"Browse and manage subscriptions. The search box will look through member name, username, and email. "
"%s subscription found";"%s subscription found ";"%s subscription found "
"Plan";"Plan"
"Missing Plan";"Missing Plan "
"Deleted Member";"Deleted Member "
"Initial";"Initial "
"Trial";"Trial "
"Pending Payment";"Pending Payment "
"Cancelled";"Cancelled "
"Expired";"Expired "
"Overdue";"Overdue "
"_EMAIL_PAYMENT_SUBSCRIPTION_ACTIVE_TITLE";"Subscription Activated "
"_EMAIL_PAYMENT_SUBSCRIPTION_ACTIVE_DESCRIPTION";"This is the email that gets sent to a member when their subscription is activated. "
"_EMAIL_PAYMENT_SUBSCRIPTION_CANCELLED_TITLE";"Subscription Cancelled "
"_EMAIL_PAYMENT_SUBSCRIPTION_CANCELLED_DESCRIPTION";"This is the email that gets sent to a member when their subscription is cancelled. "
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIRED_TITLE";"Subscription Expired "
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIRED_DESCRIPTION";"This is the email that gets sent to a member when their subscription expires. "
"_EMAIL_PAYMENT_SUBSCRIPTION_OVERDUE_TITLE";"Subscription Overdue "
"_EMAIL_PAYMENT_SUBSCRIPTION_OVERDUE_DESCRIPTION";"This is the email that gets sent to a member when their subscription is overdue. "
"_EMAIL_PAYMENT_SUBSCRIPTION_PENDING_TITLE";"Subscription Pending "
"_EMAIL_PAYMENT_SUBSCRIPTION_PENDING_DESCRIPTION";"This is the email that gets sent to a member when their subscription is pending. "
"_EMAIL_PAYMENT_SUBSCRIPTION_RECURRENCE_TITLE";"Subscription Payment Recurrence "
"_EMAIL_PAYMENT_SUBSCRIPTION_RECURRENCE_DESCRIPTION";"This is the email that gets sent to a member when they are billed for a recurring payment. "
"_EMAIL_PAYMENT_SUBSCRIPTION_REFUNDED_TITLE";"Subscription Refunded "
"_EMAIL_PAYMENT_SUBSCRIPTION_REFUNDED_DESCRIPTION";"This is the email that gets sent to a member when their subscription is refunded. "
"Confirm Subscription";"Bekræft Abonnement"
"You are about to subscribe to the plan: %1$s";"Du er ved at abonnere på: %1$s "
"Are you sure you want to do this? You will be charged: %1$s";"Er du sikker på du vil gøre dette? Du vil blive opkrævet: %1$s"
"If yes, click the button below and you will be taken to a payment page. When you have completed your payment, please remember to click the button that takes you back to our site.";"Hvis ja, skal du klikke på knappen nedenfor og du vil blive taget til en betalingsside. Når du har gennemført din betaling, skal du huske at klikke på den knap, der tager dig tilbage til vores hjemmeside."
"Please note that no refund will be provided for any unused portion of your current plan.";"Bemærk, at ingen tilbagebetaling vil blive ydet for ubrugte del af din nuværende plan."
"The plan you are currently subscribed to is: %1$s";"Det du i øjeblikket abonnerer på, er: %1$s"
"You are currently paying: %1$s";"Du betaler i øjeblikket: %1$s"
"If you would like to change your subscription, please select an option below.";"Hvis du ønsker at ændre dit abonnement, kan du vælge en indstilling nedenfor."
"You have not yet selected a subscription plan. Please choose one now below.";"Du har endnu ikke valgt et abonnement. Vælg en nu nedenfor."
"Change Plan";"Ændre Abonnement"
"Subscriptions are not required for administrators and moderators.";"Abonnementer kræves ikke for administratorer og moderatorer."
"Payment Pending";"betaling I afventning"
"Thank you for submitting your payment. Your payment is currently pending - your account will be activated when we are notified that the payment has completed successfully. Please return to our login page when you receive an email notifying you that the payment has completed.";"Tak for din betaling. Din betaling afventer i øjeblikket - din konto vil blive aktiveret, når vi får besked om, at betalingen er gennemført med succes. Returner til vores login side, når du modtager en email besked om, at betalingen er gennemført."
"Back to Home";"Tilbage til Forsiden"
"Payment Complete";"Betaling Gennemført"
"Thank you! Your payment has completed successfully.";"Tak! Din betaling er gennemført med succes."
"Our payment processor has notified us that your payment could not be completed successfully. We suggest that you try again with another credit card or funding source.";"Vores betalingssystem processor har meddelt os, at din betaling ikke kunne gennemføres med succes. Vi foreslår, at du prøver igen med et andet kreditkort eller finansieringskilde."
"Payment Failed";"Betaling Mislykkedes"
"Pay for Access";"Betal for Adgang"
"You have selected an account type that requires recurring subscription payments. You will be taken to a secure checkout area where you can setup your subscription. Remember to continue back to our site after your purchase to sign in to your account.";"Du har valgt en kontotype, som kræver gentagne abonnement betalinger. Du vil blive taget til en sikker kasseområdet, hvor du kan opsætte dit abonnement. Husk at fortsætte tilbage til vores hjemmeside efter købet er gennemført for at logge ind på din konto."
"Please setup your subscription to continue:";"Vælg dit abonnement for at fortsætte:"
"Please pay a one-time fee to continue:";"Betal et engangsbeløb for at fortsætte:"
"Pay with %1$s";"Betal med %1$s "
"The subscription has been cancelled.";"Abonnementet er blevet annulleret."
"There was a problem cancelling the subscription. The message was:";"Der var problemer med annullering af abonnementet. Meddelelsen var:"
"Subscription Details";"Abonnement Detaljer"
"Subscription ID";"Abonnement ID"
"Plan Deleted";"Slettet"
"Current Member Level";"Nuværende Bruger Niveau"
"Plan Member Level";"Bruger Niveau"
"Subscription State";"Abonnement Info"
"Created";"Oprettet"
"Expires";"Udløber"
"N/A";"N/A "
"Options";"Muligheder"
"Member Subscription History";"Bruger Abonnement Historik"
"Member Transaction History";"Bruger Transaktion Historik"
"Cancel Subscription";"Annuller Abonnement"
"Edit Subscription";"Rediger Abonnement"
"Related Transactions";"Relaterede Transaktioner"
"Type";"Type "
"State";"Info"
"(%s)";"(%s) "
"Raw Order Details";"Rå Ordredetaljer"
"Order could not be found.";"Ordre kunne ikke findes."
"Raw Transaction Details";"Rå Transaktionsoplysninger"
"Subscription Plan";"Abonnement"
"Please select a subscription plan from the list below.";"Vælg et abonnement fra listen nedenfor."
"Choose Plan:";"Vælg:"
"Delete Network";"Delete Network "
"Are you sure you want to delete this network?";"Are you sure you want to delete this network? "
"Create Network";"Create Network "
"Edit Network";"Edit Network "
"NETWORK_FORM_ADMIN_NETWORK_DESCRIPTION";"If you decide to have members join this network automatically (based on their profile information), you will need to select a profile field and provide a matching value. When members enter that value when creating or editing their profile, they will automatically join this network. You can choose to ""hide"" this network if you want members to belong to it invisibly. This means that only you will know what members belong to the network. "
"Member Assignment";"Member Assignment "
"Members can choose to join this network at any time";"Members can choose to join this network at any time "
"Members are automatically assigned to this network";"Members are automatically assigned to this network "
"Members must be assigned to this network by an administrator";"Members must be assigned to this network by an administrator "
"Related Profile Question";"Related Profile Question "
"Matching Value";"Matching Value "
"Invisible?";"Invisible?"
"Yes, hide membership for this network.";"Yes, hide membership for this network. "
"Delete Network?";"Delete Network? "
"Delete the selected networks?";"Delete the selected networks? "
"Are you sure that you want to delete the %s network? It will not be recoverable after being deleted.";"Are you sure that you want to delete the %s network? It will not be recoverable after being deleted. ";"Are you sure that you want to delete the %s network? It will not be recoverable after being deleted."
"Manage Networks";"Manage Networks "
"NETWORK_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"Networks are generally used for determining what members see in the ""what's new"" feed, letting members associate with each other based on common profile information (without needing to be friends directly), and serving advertisements to specific groups of members. Each member can join one or more networks if you allow them to, and their networks will be shown on their profile. If you decide to have networks, be sure that they relate to your community's theme. For example, if your community has members from various countries, you can create a network for each country. If you want your members to see recent posts from other people in their networks (even if they're not yet friends with each other), you can adjust that setting %s. "
"Add Network";"Add Network "
"Network Name";"Network Name "
"n/a";"n/a "
"ACTIVITY_TYPE_NETWORK_JOIN";"When I join a network "
"ITEM_TYPE_NETWORK";"Netværk"
"MOBILE_View Upcoming Events";"Se Kommende Begivenheder"
"MOBILE_DESCRIPTION_LOGIN";"Hvis du allerede har en konto, skal du indtaste dine login-oplysninger nedenfor"
"MOBILE_BACK_TO_HOME";"Klik tilbage til hjem"
"MOBILE_LOGIN";"Log Ind"
"MOBILE_Incorrect username or user has been blocked. Please, check field \'Send to\' and try again.";"Forkert brugernavn eller bruger er blevet blokeret. Se venligst feltet \ ""Send til \ 'og prøv igen."
"MOBILE_Layout Editor";"Mobile Layout Editor "
"MOBILE_LAYOUT_DESC";"Use the layout editor to decide what content appears on specific pages or in your site-wide header and footer. Click and drag the colored blocks"" to arrange the content you want on each page. Drag blocks to and from the ""Available Blocks"" area to add or remove them from your page."" "
"MOBILE_ADMIN_DASHBOARD";"Mobile plugin allows your members to access your site using mobile phones and smartphones. It allows members to browse photos, participate in groups, attend events, read blogs, update profile status, comment, like, read messages, etc.<br /> It does not allow to upload photos and create events, groups, etc; there is no any ajax or javascript. Mobile plugin is simplified to support most of mobile phones.<br /><br /> If you would like to get extended likes - nice button to like members, events and groups, `Members Like This`, `Likes` widgets, then get <a href='http://www.hire-experts.com/social-engine/likes-plugin' target='_blanc'>Likes plugin</a>.<br /><br /> "
"MOBILE_Page Not Found";"Siden blev ikke fundet"
"MOBILE_The page you have attempted to access could not be found.";"en side, du har forsøgt at få adgang til kunne ikke findes."
"Inbox";"Indbakke"
"Sent Messages";"Sendte Beskeder"
"Compose Message";"Opret Besked"
"My Messages";"Mine Beskeder"
"message";"besked"
"Create your new message with the form below. Your message can be addressed to up to 10 recipients.";"Opret din nye besked med nedenstående formular. Din besked kan sendes med op til 10 modtagere."
"Subject";"Emne"
"Message";"Besked"
"Send Message";"Send Besked"
"Send Reply";"Send Svar"
"Your message has been sent successfully.";"Din besked er sendt."
"The selected messages have been deleted.";"Valgte beskeder er blevet slettet"
"Delete Message(s)?";"Slet Besked(er)?"
"Are you sure that you want to delete the selected message(s)? This action cannot be undone.";"Er du sikker på du vil slette valgte besked(er). Du kan ikke fortryde bagefter."
"Delete";"Slet"
"Conversation with a deleted member.";"Samtale med en slettet bruger."
"You have %1$s new message, %2$s total";"Du har %1$s ny besked, %2$s i alt ";"Du har %1$s nye beskeder, %2$s i alt "
"Tip: %1$sClick here%2$s to send your first message!";"Tip: %1$sKlik her%2$s for at oprette en ny besked! "
"You have 0 sent messages.";"Du har 0 sendte beskeder."
"You have %s sent message total";"Du har %s  sendt besked i alt";"Du har %s sendte beskeder i alt"
"<em>(No Subject)</em>";"<em> (Intet emne) </ em>"
"(No Subject)";"(Intet emne)"
"Between %1$s and %2$s";"Mellem %1$s og %2$s "
"You";"Dig"
"Start typing...";"Begynd at skrive..."
"Message Settings";"Besked Indstillinger"
"Specify what messaging options will be available to members in this level.";"Specify what messaging options will be available to members in this level. "
"Who can users send private messages to?";"Who can users send private messages to? "
"If you don't want to allow private messaging, de-select all options below.";"If you don't want to allow private messaging, de-select all options below. "
"All Registered Members";"Alle Registrerede Brugere"
"Users in the same network";"Users in the same network "
"Friends";"Friends "
"Edit Level";"Edit Level "
"ACTIVITY_TYPE_MESSAGE_NEW";"When I receive a message. "
"Delete Selected";"Slet Valgte"
"{item:$subject} has sent you a {item:$object:message}.";"{item:$subject} har send dig en {item:$object:besked}. "
"_EMAIL_NOTIFY_MESSAGE_NEW_TITLE";"Ny Besked"
"_EMAIL_NOTIFY_MESSAGE_NEW_DESCRIPTION";"This is the email that gets sent to a member when they receive a new message. "
"INVITER_ is not defined in config.php";"is not defined in config.php "
"INVITER_Invalid service provider";"Invalid service provider "
"INVITER_Please enter the full email, not just the username";"Indtast venligst den fulde email, ikke blot brugernavnet"
"INVITER_Please enter just the username, not the full email";"Indtast venligst bare brugernavn, ikke den fulde email"
"INVITER_<b>{$user_domain}</b> is not a valid domain for this provider";"<b>{$user_domain}</b> er ikke et gyldigt domænenavn for denne udbyder"
"INVITER_Login failed. Please check the email and password you have provided and try again later";"Log ind mislykkedes. Kontroller venligst email og adgangskode, du har givet, og prøv igen senere"
"My Network";"Mit Netværk"
"INVITER_An error has occurred while sending friend request.";"Der opstod en fejl under afsendelse ven anmodning."
"INVITER_Friend request is not allowed for some users.";"Ven anmodninger ikke tilladt for nogle brugere."
"INVITER_No active session";"Ingen aktiv session"
"INVITER_Provider missing";"Udbyderen mangler"
"INVITER_Inviter information missing";"Invitationen oplysninger mangler"
"INVITER_Selected contacts are already members";"Valgte kontakter har allerede oprettet konto"
"INVITER_An error has occurred while sending invitation, please try again later";"Der opstod en fejl under afsendelse af invitation, prøv igen senere"
"INVITER_Missing contacts!!!";"Manglende kontakter!"
"INVITER_You haven't selected any contacts to invite";"Du har ikke valgt nogen kontakter at invitere"
"INVITER_ADMIN_STATS_INVITER_SENTS";"Sendte Invitationer"
"INVITER_ADMIN_STATS_INVITER_REFERREDS";"Henvist Invitationer"
"INVITER_ADMIN_STATS_INVITER_SENTS_INVITER_ADMIN_STATS_INVITER_REFERREDS";"Sendt / Henvist Invitationer"
"INVITER_Invites sent successfully!";"Invitationer sendt!"
"INVITER_Invalid request method";"Ugyldig anmodnings metode"
"INVITER_No file";"Ingen fil"
"INVITER_Invalid Upload";"Ugyldig Upload";"Ugyldig Uploads"
"INVITER_No contacts found in uploaded file.";"Ingen kontakter fundet i uploadet fil."
"INVITER_You're already in friendship with all of your uploaded contacts.";"Du er allerede i venskab med alle dine uploadede kontakter."
"INVITER_An error occurred.";"Der opstod en fejl."
"INVITER_Failed!, incorrect email adress has been written.";"Fejl! Forkert email adresse er skrevet.";"Fejl! Forkert email adresser er skrevet."
"INVITER_Invitation has been sent successfully.";"Invitation sendt!";"Invitationer sendt!"
"INVITER_Written contact's already member.";"Skrevet kontakt er allerede bruger.";"Skrevet kontakter er allerede brugere."
"INVITER_Invitations sucessfully have been sent to your contacts.";"Invitationer er blevet sendt til dine kontakter."
"INVITER_No members specified";"Ingen bruger specificeret "
"INVITER_No action taken";"Intet er foretaget"
"INVITER_Invalid data";"Ugyldig Data"
"INVITER_Your friend request has been sent.";"Din ven anmodning er blevet sendt."
"INVITER_Friend request was not sent to some of selected members.";"Ven anmodning blev ikke sendt til nogle af de valgte brugere."
"INVITER_Invitation deleted.";"Invitationer slettet."
"INVITER_Failed!, please check your contacts and try again.";"Mislykkedes, kontrollere dine kontakter, og prøv igen."
"INVITER_Edit Suggest List";"Rediger Foreslå Liste"
"INVITER_Add to Suggest";"Tilføj for at Foreslå"
"INVITER_Members successfully have been added to suggest list.";"Brugere er blevet tilføjet ""Foreslå"" liste."
"INVITER_Failed! Please check and try again later.";"Mislykket! Kontroller venligst og prøv igen senere."
"INVITER_Mutual Friends";"Følles Venner"
"INVITER_Step %d: Invite Your Friends";"Step %d: Invite Your Friends "
"INVITER_Invite Friends";"Invite Friends "
"INVITER_FORM_ADMIN_SIGNUP_INVITE_DESCRIPTION";"Do you want members to invite their friends during the signup process? It is Inviter form which allows member to invite his friends(or find friends within network) using his address book or social service(facebook, linkedin, hi5, etc). "
"INVITER_Yes, include the 'Invite Friends' step during signup.";"Yes, include the 'Invite Friends' step during signup. "
"INVITER_No, do not include this step.";"No, do not include this step. "
"INVITER_Member Level Settings";"Member Level Settings "
"INVITER_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below. "
"INVITER_Allow Using of Inviter?";"Allow Using of Inviter? "
"INVITER_Do you want to let members use inviter?";"Do you want to let members use inviter? "
"INVITER_No, do not allow use inviter.";"No, do not allow use inviter. "
"INVITER_Yes, allow use inviter.";"Yes, allow use inviter. "
"INVITER_How to create a contact file...";"Sådan oprettes en ""Kontakter"" fil..."
"INVITER_Outlook";"Outlook "
"INVITER_OUTLOOK_UPLOAD_CONTACTS_DESCRIPTION";"For at eksportere en CSV-eller tabulatorsepareret tekstfil fra Outlook: <br /> <br /> 1. Åbn Outlook <br /> 2. Vælg ""Import og Eksport"" fra File-menuen <br /> 3. Når guiden åbner, skal du vælge 'Eksporter til en fil ""og klik på' Næste'<br /> 4. Vælg 'Kommasepareret værdier (Windows)' og klik 'Næste' <br /> 5. Vælg den mappe med kontaktpersoner, du ønsker at eksportere, og klik på 'Næste' <br /> 6. Vælg et filnavn og et sted at gemme filen (for eksempel 'kontakter.csv' på skrivebordet), og klik derefter på 'Næste' <br /> 7. Bekræft hvad du har eksporteret: Kontroller, at afkrydsningsfeltet ud for 'Export ...' er markeret, og klik på 'Afslut' <br /> <br /> at uploade din fil til Facebook, skal du blot trykke 'Gennemse' eller 'Vælg fil' nedenfor, og vælg den kontakt, fil, du netop har oprettet."
"INVITER_Outlook Express";"Outlook Express "
"INVITER_OUTLOOK_EXPRESS_UPLOAD_CONTACTS_DESCRIPTION";"For at eksportere en CSV-eller tabulatorsepareret tekstfil fra Outlook Express: <br /> <br /> 1. Åbn Outlook Express <br /> 2. Vælg 'Eksport' fra menuen 'Filer' <br /> 3. Klik på 'Eksport', og klik derefter på 'Adresse Bog' <br /> 4. Vælg 'Tekst Filer' (semkolonisepareret), og klik derefter på 'Eksport'. <br /> 5. Vælg et filnavn og et sted at gemme filen (for eksempel 'kontakter.csv' på skrivebordet) og klik på 'Næste' <br /> 6. Klik for at markere afkrydsningsfelterne for de felter, du vil eksportere, og klik derefter på 'Afslut'. Sørg for at vælge e-mailadresse og navnefelter <br /> 7. Klik på 'OK' og klik derefter på 'Luk' <br /> <br /> at uploade din fil til Facebook, skal du blot trykke 'Gennemse' eller 'Vælg fil' nedenfor, og vælg den kontakt, fil, du netop har oprettet."
"INVITER_Mozilla Thunderbir";"Mozilla Thunderbird "
"INVITER_MOZILLA_THUNDERBIRD_UPLOAD_CONTACTS_DESCRIPTION";"For at eksportere en LDIF fil fra Mozilla Thunderbird: <br /> <br /> 1. Åbn Mozilla Thunderbird <br /> 2. Vælg 'Adressebog' fra menuen 'Funktioner' <br /> 3. Når adressebogen åbnes, vælg 'Eksport ...' fra menuen 'Funktioner' <br /> 4. Vælg et filnavn og et sted at gemme filen (for eksempel 'kontakter.ldif' på skrivebordet) og klik på 'Gem' <br /> <br /> at uploade din fil til Facebook, skal du blot trykke 'Gennemse' eller 'Vælg Filer ""nedenfor, og vælg den kontakt, fil, du netop har oprettet."
"INVITER_Windows Mail";"Windows Mail "
"INVITER_WINDOWS_MAIL_UPLOAD_CONTACTS_DESCRIPTION";"Hvis du vil eksportere en CSV-fil fra Windows Mail: <br /> <br /> 1. Åbn Windows Mail <br /> 2. Vælg Tools | Windows Kontaktpersoner ... fra menuen i Windows Mail <br /> 3. Klik på 'Eksport' i værktøjslinjen <br /> 4. Sørg for, at CSV (semikolonsepareret) er fremhævet, og klik derefter på 'Eksport' <br /> 5. Klik nu på 'Gennemse' <br /> 6. Vælg en mappe til at gemme de eksporterede kontakter. <br /> 7. Vælg et filnavn og et sted at gemme filen (for eksempel 'kontakter.csv' på skrivebordet) og klik på 'Næste' <br /> 8. Klik på 'Gem' og klik 'Næste' <br /> 9. Sørg for at alle i adressebogen felter, du ønsker medtaget kontrolleres <br /> 10. Bemærk, at Windows Mail ikke eksporterer og efternavne hver for sig, selvom der er først og efternavn felterne. Vælger navn i stedet. <br /> 11. Klik på 'Finish' <br /> 12. Klik på 'OK' og klik derefter på 'Luk' <br /> <br /> at uploade din fil til Facebook, skal du blot klikke på 'Browse' eller 'Vælg fil' nedenfor, og vælg den kontakt, fil, du netop har oprettet."
"INVITER_Other";"Andet"
"INVITER_OTHER_UPLOAD_CONTACTS_DESCRIPTION";"Mange email klienter og PIM-programmer giver kontakter, der skal eksporteres til en file. Vi støtter følgende typer kontakt fil: <br /> <br /> * kommaseparerede værdier (. Csv) <br /> * LDAP Data Interchange Format (. LDIF) <br /> Tjek venligst din email klient i dokumentationen for at se om kontakt eksport til et af disse formater understøttes."
"INVITER_FORM_SIGNUP_INVITE_DESCRIPTION";"Inviter venner fra din adressebog eller social service. Vi gemmer ikke dine login-oplysninger."
"INVITER_Provider";"Udbyder"
"INVITER_Import Contacts";"Importer Kontakter"
"INVITER_FROM_WIDGET_IMPORT_DESCRIPTION";"Hvordan kommuniker du med de mennesker, du kender? Vælg en tjeneste:"
"INVITER_Delete Invitation";"Slet Invitation"
"INVITER_FORM_DELETE_DESCRIPTION";"Er du sikker på du vil slette denne invitation?"
"INVITER_FORM_FRIENDREQUEST_DESCRIPTION";"Vil du tilføje denne bruger som en ven?"
"INVITER_FROM_IMPORT_DESCRIPTION";"Hvordan kommuniker du med de mennesker, du kender? Vælg en tjeneste:"
"INVITER_Send Invitations";"Send Invitationer"
"INVITER_FORM_SEND_DESCRIPTION";"Vil du sende invitationer til disse kontakter?"
"INVITER_Resend New Invitation";"Gensend Ny Invitation"
"INVITER_FORM_SENDNEW_DESCRIPTION";"Indtast din besked og klik på `Gensend knappen` for at sende din invitation."
"INVITER_From";"Fra"
"INVITER_Resend Invitation";"Gensend Invitationer"
"INVITER_Selected contact is already member";"Valgt kontakt er allerede bruger"
"INVITER_Failed! Error has occurred while sending your invites.Please try again later.";"Mislykket! Fejl er opstået, mens du sender din invitationer. Prøv venligst igen senere."
"INVITER_Invite sent successfully!";"Invitation sendt!"
"INVITER_FORM_UPDLOAD_DESCRIPTION";"Upload en kontakt fil og vi vil fortælle dig, hvilke af dine kontakter er på stedet, og hvilke af dem du kan invitere til at deltage."
"INVITER_FORM_WRITE_DESCRIPTION";"Inviter dine venner til at deltage! Indtast email adresser adskilt af kommaer i modtagere feltet nedenfor. Hvis dine venner beslutter at de vil tilmelde sig, vil en ven anmodning fra dig vente for dem, når de først logger ind"
"INVITER_Failed! No user selected, please try again later.";"Mislykket! Ingen bruger valgt, prøv igen senere."
"INVITER_Failed! No contact selected, please try again later.";"Mislykket! Ingen kontakt valgt, prøv igen senere."
"INVITER_Failed! Please check fields and try again later.";"Mislykket! Kontroller felter og prøv igen senere."
"INVITER_People You May Know";"Folk du måske kender"
"INVITER_Top Inviters";"Top Invitationer"
"INVITER_Top Referrals";"Top Henvisninger"
"Friends Inviter";"Friends Inviter "
"INVITER_View Statistics";"View Statistics "
"INVITER_VIEWS_SCRIPTS_ADMINSTATS_CHART_DESCRIPTION";"Below you can find detailed statistics for sent invitations and referred invites for any wished period. Please use the filters below to view statistics for wished period and sliced by selected unit. "
"INVITER_Invites Date";"Invites Date "
"INVITER_Sent Invites";"Sent Invites "
"INVITER_Referred Invites";"Referred Invites "
"INVITER_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"You can find total statistics for invitations under `Quick Stats` section. Below you can browse inviters with all needed details: send invites, referred users, etc. Use filters and sort ording to find wished inviter. "
"INVITER_Quick Stats";"Quick Stats "
"INVITER_Network Information";"Network Information "
"INVITER_Total Invitations sent";"Total Invitations sent "
"INVITER_Total Signups by Invitations";"Total Signups by Invitations "
"INVITER_Invites/Signups Ratio";"Invites/Signups Ratio "
"INVITER_Are you sure you want to delete the selected user accounts?";"Are you sure you want to delete the selected user accounts? "
"INVITER_Filter inviters";"Filter inviters "
"INVITER_%s inviter found";"%s inviter found";"%s inviter found "
"INVITER_Referred Users";"Referred Users "
"INVITER_VIEWS_SCRIPTS_INDEX_SUGGEST_DESCRIPTION";"Tilføj personer, du kender som venner og forbind med offentlige profiler, du kan lide."
"INVITER_Invite your friends from your contact list.";"Inviter dine venner fra din kontaktliste."
"INVITER_VIEWS_INDEX_CONTACTS_DESCRIPTION";"Nedenfor kan du se din kontaktliste hentet fra din adressebog, vælg kontakter, som du gerne vil invitere til at deltage på (yourdomain)."
"INVITER_VIEWS_INDEX_CONTACTSFACEBOOK_DESCRIPTION";"Nedenfor kan du se listen over dine venner fra Facebook, vælg venner, som du gerne vil invitere til at deltage på (yourdomain). <br/> <A href = 'http://www.facebook.com/help/?faq=12203 'target =' blank '> Facebook Privatliv:. Du kan sende invitation til tyve venner på en gang </ a>"
"INVITER_Select all members";"Vælg alle brugere"
"INVITER_There is no contacts.";"Der er ingen kontakter."
"INVITER_Import Your Contacts";"Importer Dine Kontakter"
"INVITER_Upload Your Contacts";"Upload Dine Kontakter"
"INVITER_Write Your Contacts";"Skriv Dine Kontakter"
"INVITER_Edit list";"Rediger Liste"
"INVITER_VIEWS_SCRIPTS_INDEX_MEMBERS";"Tilføj Venner"
"INVITER_VIEWS_SCRIPTS_INDEX_MEMBERS_DESCRIPTION";"De følgende kontakter er allerede tilmeldt på vores hjemmeside. Vælg kontakter, som du gerne vil sende en ven anmodning til."
"INVITER_Pending Invitations";"Afventende Invitationer"
"INVITER_VIEWS_SCRIPTS_INVITATIONS_INDEX_DESCRIPTION";"Nedenfor kan du finde dine afventende invitationer."
"INVITER_send new invite";"gensend invitation"
"INVITER_There are no pending invitations.";"Der er ingen afventende invitationer."
"INVITER_My Refferals";"Mine Henvisninger"
"INVITER_VIEWS_SCRIPTS_REFERRALS_DESCRIPTION";"Kontroller nedenunder dine henvisninger - brugere, som har tilmeldt sig af din invitation."
"INVITER_There are no referrals.";"Der er ingen henvisninger."
"INVITER_No contacts selected!!!";"Ingen kontakter er markeret!"
